Souce,Sink,Connected
4002200,1567067,0
702335,2364302,0
1591470,1741362,0
4331418,130531,0
1783138,4081213,0
776074,4172412,0
4717956,3806693,0
3861313,4588935,0
3594930,2644807,0
4454753,1225545,0
3733494,253632,0
2201113,4081130,0
4371955,2259903,0
4829502,2524794,0
2423151,1423274,0
2366584,1866519,0
3127755,1567178,0
4747282,3169024,0
1334033,2983007,0
4304495,4265691,0
2815706,4168637,0
4362795,3815125,0
3749540,1031958,0
3204429,799094,0
1933804,2215609,0
4493972,4715766,0
4415061,4783672,0
1437906,3209229,0
2200333,353352,0
367584,3102246,0
3636524,1454299,0
1729569,2411053,0
92632,2525714,0
4446035,1144615,0
1765722,3441024,0
896681,2640387,0
3966073,1436870,0
1243084,1376558,0
1915031,597359,0
3932015,2411225,0
261562,1577351,0
3593223,52799,0
2518411,1806041,0
3892926,4408186,0
4694300,4801943,0
4282221,3303004,0
1732367,686363,0
32517,4187532,0
3422836,3129854,0
2489828,1264681,0
2388004,3263147,0
237555,785523,0
3567109,2901888,0
2105924,3382674,0
2365162,4696061,0
2211339,4822036,0
1049150,3500418,0
40561,1215010,0
2135407,2033911,0
1989460,256201,0
3138525,3982679,0
1510866,3167993,0
2012087,352476,0
1344671,617514,0
1676891,562741,0
794272,753934,0
843514,4243983,0
3994251,2736867,0
4178615,3108231,0
351309,2126503,0
2611094,2152804,0
3208877,2366194,0
1201069,3235949,0
4059370,2181016,0
105629,3667770,0
4052990,3089257,0
911200,2204765,0
1770626,1288733,0
3815125,802829,0
2841393,3129315,0
3645214,547041,0
364718,3229381,0
1795777,4276097,0
2326042,1918667,0
4554838,1337541,0
1436870,1557317,0
1665934,1790842,0
1255055,4224957,0
1127656,1787496,0
2923876,3635458,0
910294,4207719,0
354746,1742482,0
4427805,1056666,0
2077348,4695246,0
3946591,3210484,0
2983554,268669,0
2899508,4007453,0
3372609,4779898,0
2431122,3793690,0
1627195,1123546,0
1846792,4121803,0
32933,1480185,0
1108548,4303572,0
3738824,701116,0
1619347,4839206,0
878846,415254,0
297954,198006,0
1776000,2072238,0
1676634,3112851,0
714875,3702009,0
1496794,2553723,0
662802,1163560,0
503106,2311321,0
1321954,2979388,0
1644848,3847582,0
498720,4080959,0
166928,2716350,0
1520789,2896745,0
359146,431501,0
1270249,1073334,0
4462875,523971,0
4583130,575651,0
4738453,3079359,0
1669733,1017261,0
4612494,72850,0
316916,777129,0
4027941,2071061,0
1483950,4480980,0
3528069,772043,0
4478235,3223920,0
2566394,3768226,0
147307,3499970,0
1971290,1261696,0
2366816,3491637,0
3980831,1964340,0
880787,4764563,0
247466,4307606,0
668860,3096936,0
4809902,1901639,0
1594321,4507108,0
227272,1546607,0
1540600,311439,0
3179791,1858691,0
1627679,1570985,0
2421490,2048430,0
2494024,916183,0
504437,879908,0
2017826,1587739,0
2420919,3199333,0
2791664,2013241,0
2751687,3687290,0
2703992,3570694,0
2604157,2909796,0
1188960,2760636,0
2277120,1191941,0
3499363,4137429,0
1189399,3570524,0
2052678,2199228,0
632452,891473,0
3981437,3276039,0
1090696,2352887,0
934509,1918169,0
1242707,1641297,0
1592242,2965898,0
194816,4699308,0
817804,580398,0
1547702,357381,0
1063789,283694,0
3222303,1666490,0
4436761,3714132,0
168628,1468822,0
3739003,4812944,0
2813887,3630782,0
4564161,1052340,0
3505086,1397017,0
2504814,1552606,0
532755,1466986,0
1415187,1398473,0
2396230,2896973,0
314924,891997,0
31098,2389599,0
4117022,1776900,0
1253184,3604368,0
336428,2026844,0
3194642,3192626,0
1021368,768176,0
510109,4388511,0
1048623,724111,0
4169857,1288733,0
3678211,3710096,0
2078605,1855970,0
4403473,2292610,0
4144514,3363238,0
2121798,4279346,0
125210,3133826,0
4849894,1254179,0
4621596,665376,0
2575253,2906469,0
1577598,3257861,0
2069714,4811090,0
2766614,1590506,0
2504795,382521,0
4398532,1660103,0
3949087,1016131,0
2293169,2948895,0
2874868,493002,0
2661831,2511383,0
1758755,4530690,0
3218394,966039,0
590330,3619979,0
4367101,883810,0
3637329,2591304,0
939555,1807180,0
1873595,3710613,0
1972606,1591847,0
806553,3456296,0
3588654,2093980,0
298105,2283990,0
1476555,103296,0
2466277,746278,0
515124,2018606,0
3753699,3264988,0
3193737,4593469,0
3181569,2445753,0
3916610,1573341,0
2358903,2182005,0
2674673,3644308,0
644990,3165403,0
2214175,2196108,0
2514182,848618,0
892636,2339221,0
4584173,2409114,0
1238203,1218178,0
3053906,3630534,0
563154,3282958,0
2358731,652600,0
1678719,976960,0
3569826,1139129,0
4573807,150888,0
3913172,4605961,0
2411225,4321661,0
958601,1838520,0
3061859,4553946,0
4725488,1059559,0
15152,3159247,0
3911252,322518,0
1295223,2005037,0
1279255,2112895,0
510109,2605716,0
368331,3031129,0
652476,4726502,0
1926178,917018,0
4626853,3016351,0
2546813,3936595,0
942619,4408395,0
4413981,1630180,0
4437817,2177001,0
4618009,2388650,0
195757,1211695,0
3733363,460696,0
2249128,3460159,0
1306207,829115,0
2924614,3188257,0
3871369,821403,0
533147,3254997,0
2369261,135075,0
406810,4650832,0
1184530,3292794,0
2213457,3672081,0
2839397,4545160,0
1820728,739365,0
304937,1189398,0
4376734,503535,0
4218505,2540711,0
3173632,1139920,0
3677413,2533811,0
74626,1229401,0
739545,4466088,0
4335731,1602247,0
1078355,4176146,0
1048673,2533897,0
4063822,2653174,0
155750,2465888,0
4087294,2875524,0
3761017,1908407,0
4724997,2748809,0
231318,1102143,0
551741,4162108,0
904456,452890,0
148456,1596355,0
4547984,1041665,0
1544544,1995276,0
1641876,2267296,0
1733646,13374,0
3574090,3513967,0
2468487,460541,0
4128817,3829498,0
4688520,678666,0
4594495,4145121,0
3318277,270300,0
4816073,1587457,0
88153,2079389,0
3293844,17202,0
3522485,1984968,0
1972364,4184162,0
3908382,3208410,0
955530,3890185,0
2997294,2458664,0
557752,3291892,0
2136581,478797,0
2676935,3962998,0
2860781,1809556,0
3264974,625199,0
2683932,1494455,0
2844962,226055,0
400874,2741764,0
1457731,685355,0
842740,4755437,0
1779762,1543714,0
4138749,3599329,0
649026,1793311,0
2873622,4114575,0
3354463,3369717,0
1758414,3042633,0
3303351,496589,0
3422841,3838691,0
1035288,720691,0
1155919,3575349,0
1856737,2675307,0
2005983,2494896,0
3931616,3877409,0
3906659,737710,0
1156984,4651060,0
1180079,677057,0
3603992,3459498,0
4595137,1334895,0
3671414,1537625,0
3599714,4633431,0
1236715,3933164,0
2932004,4500177,0
418451,4329584,0
1521643,1448126,0
4078853,4674411,0
4018644,905340,0
2997294,1708460,0
2896745,1765869,0
3596749,390177,0
3267491,653633,0
28698,2207028,0
1042104,3295645,0
2437023,322366,0
3829041,4449034,0
1732367,466302,0
688141,1177696,0
3457389,868347,0
4267698,1942748,0
459479,3628312,0
2549546,6836,0
2378869,4490886,0
1568694,2167445,0
3026125,1503594,0
2777603,4578655,0
2602215,3963726,0
691326,2277101,0
1984305,4761107,0
1353165,1084960,0
1816187,3804856,0
1687191,4031687,0
94864,1991267,0
45185,856278,0
1036854,3596160,0
3990580,4175913,0
1406589,4851354,0
3432697,2392359,0
237531,79627,0
2866511,1632565,0
2854493,4597493,0
3011325,1944548,0
1496328,1011151,0
1522373,4559602,0
2124137,2199151,0
4538062,3876715,0
3615489,4840692,0
2953763,4261228,0
4095467,144710,0
748083,1849835,0
2951867,1903146,0
2752139,305459,0
601790,3986014,0
621507,434629,0
4578720,4078518,0
634829,4330304,0
4013290,2220766,0
1529061,848554,0
2694448,4187425,0
3518699,4033568,0
4677628,2037280,0
672324,1677157,0
4274636,1878730,0
1570326,3509093,0
1998627,3193551,0
896422,3539685,0
3900740,2661509,0
2903363,652025,0
443496,396209,0
1632116,1321189,0
123988,663692,0
4303322,2842785,0
3635830,4738828,0
1798415,3517609,0
4671630,290600,0
4619061,186700,0
1959937,3876823,0
1222927,3170431,0
3793443,4312631,0
1761428,3086947,0
930131,1833422,0
755184,2475134,0
1530205,3810622,0
868308,2075586,0
2835662,821939,0
1059559,1178987,0
962470,988282,0
3183791,1616445,0
612719,54157,0
467667,4603817,0
409262,2014697,0
972486,1335103,0
4572334,4385649,0
1733450,852814,0
2466973,4366270,0
2211339,3749748,0
2175068,1511839,0
123367,4559651,0
1765186,251297,0
2240718,1806041,0
3041946,3266473,0
2170371,3291892,0
3113584,1450478,0
258580,2585018,0
2810139,2911213,0
569377,4297829,0
1648491,3543871,0
1746312,995475,0
167635,2461321,0
3770256,4799402,0
4351172,1367747,0
1730546,829115,0
1614217,3728995,0
3762352,3514248,0
4189531,4267778,0
4247613,4330114,0
2833239,2040796,0
2186887,2073089,0
542316,1388968,0
3887941,4590545,0
4350608,2119818,0
817891,1521392,0
4271017,1521461,0
903602,2687839,0
4137763,4675165,0
2357543,894923,0
2050042,4593117,0
4783672,4573787,0
3590624,2765628,0
352202,1405527,0
4392330,18331,0
702908,247466,0
268339,1441110,0
4528507,1191439,0
351309,3166930,0
3763685,1130149,0
3393796,4656822,0
3345713,2680884,0
4336970,1494595,0
1517358,4338222,0
2891857,1266756,0
26392,1579396,0
3316646,1125106,0
3533809,75955,0
2590319,474214,0
675178,2077429,0
4586451,4652218,0
1434229,105924,0
3873561,2178140,0
4174873,1013466,0
3956516,1459087,0
1638122,1843399,0
4344890,1505888,0
2478523,1687191,0
732702,786633,0
1914432,7575,0
4626145,340351,0
2249325,93311,0
3399065,4071108,0
3700433,4759229,0
4564385,4339908,0
410037,2165090,0
1007727,3811608,0
575370,105005,0
4198178,2259834,0
2636121,2676532,0
3171855,672582,0
52172,565730,0
26836,353010,0
3490536,4422019,0
1644609,2433630,0
1696934,4811333,0
368544,4468173,0
2750881,1836007,0
4583531,4652604,0
527190,3274854,0
1651877,1008064,0
964959,2202953,0
4831276,4480593,0
1725335,3950897,0
3750870,2824005,0
1151803,2883592,0
4500941,4164269,0
3197670,3303722,0
2198172,2387322,0
339567,4696690,0
3279714,4750153,0
503478,117399,0
4390170,3596136,0
3866608,4544880,0
3125369,1194305,0
4348238,1238634,0
2216556,2049170,0
4341012,3496337,0
3444769,3658942,0
4528392,3706139,0
1765722,4557603,0
289450,3711937,0
3353416,2259903,0
74808,1640272,0
3274414,4146791,0
684960,35548,0
2238314,3013385,0
430161,88551,0
4701637,4790300,0
2908758,4167373,0
4744014,2919543,0
4586901,1937421,0
327231,3491496,0
2083451,2417116,0
4866498,2362137,0
3528566,2978827,0
527443,1798955,0
2288241,2160560,0
2946454,3638342,0
977434,4049773,0
2878362,4643770,0
2248360,2159461,0
730308,600099,0
1999084,3453246,0
3274911,541777,0
1052805,4827025,0
3450363,993389,0
4785260,3266367,0
2480532,321359,0
1237248,3506025,0
4785260,919006,0
1136148,2311349,0
2005983,4753716,0
1360481,2909916,0
2884492,1186045,0
3084858,2544271,0
2085817,1694545,0
4712933,1931040,0
1476743,1764552,0
4709316,3896556,0
4330114,522118,0
1130007,3892679,0
2528437,3345818,0
343629,1765009,0
3494684,4324049,0
2204974,3192704,0
3375294,3024732,0
2288241,1495221,0
3430796,3552393,0
893888,716212,0
1851655,1156181,0
547041,2235006,0
2352225,3755683,0
957081,3046624,0
3631303,466144,0
1857883,3822809,0
3275468,835571,0
2085191,2480985,0
3311965,420155,0
2723818,593841,0
4524962,4111516,0
845000,4720599,0
2441529,4133404,0
418436,734938,0
2409969,200159,0
3195718,1386735,0
1381541,2658985,0
4560044,338338,0
909190,2802063,0
2352887,2495638,0
4267756,1459605,0
2631457,2637650,0
3016543,2867348,0
1292720,4240309,0
3479694,3163172,0
2990414,1308257,0
3673060,2857330,0
4783528,2935422,0
3424417,373873,0
968301,4665870,0
2216079,3730450,0
4035257,2153731,0
3591727,2053252,0
1427709,808418,0
3702438,2138256,0
1837247,454038,0
2307486,1759820,0
4521982,1962278,0
2328901,427804,0
4607536,4155389,0
4839400,862257,0
511397,3169330,0
4590131,2952756,0
503475,1868143,0
2836345,3757915,0
643620,500771,0
3729828,2469168,0
3174503,3682451,0
4536646,2333766,0
2115761,2695091,0
1338854,621674,0
531971,203780,0
2670962,2584912,0
3780684,3550837,0
2526735,973222,0
2093290,4641597,0
1336080,4628924,0
55301,2012654,0
4408934,1999403,0
4686704,2422900,0
1673236,2598996,0
4668984,541498,0
2557982,1051135,0
3703326,473247,0
3967284,4718207,0
922843,2049070,0
2826837,2763386,0
4819127,982952,0
1749305,2929510,0
1109441,280390,0
1489854,2160852,0
2292835,875535,0
708784,188743,0
3413498,2429524,0
2535426,74057,0
3943532,306707,0
3963472,4787482,0
1395058,1861502,0
3959299,4802255,0
3437795,2087464,0
2950606,4683806,0
427317,39391,0
2356639,3739752,0
2395721,4489126,0
1652579,4001446,0
3369811,2650642,0
1202184,4668079,0
1922398,2577488,0
463469,696425,0
1730726,1191941,0
2230547,1736248,0
3886779,4225437,0
678853,2152147,0
3189539,3629655,0
3106712,1251286,0
654098,1949811,0
1013174,2988648,0
2251157,680748,0
2444377,1087774,0
1351020,598354,0
2518916,2253950,0
390177,1288336,0
1761543,2638301,0
3220676,1292292,0
3111042,1854093,0
3815988,3169433,0
2583330,221788,0
37527,2773819,0
802756,3882701,0
3394790,2294684,0
4661996,1733609,0
1674134,1568841,0
3076404,1208622,0
4584547,940074,0
2930986,1178822,0
3567109,1520464,0
3578281,4715864,0
2773866,3149216,0
79864,1713008,0
3563305,1755239,0
1535073,101842,0
4175543,4627275,0
776280,784469,0
1924340,1048673,0
1982182,4696086,0
3715966,1706207,0
4689344,609258,0
2416078,1082285,0
4575371,578595,0
2804852,1416609,0
825609,4489674,0
511720,4584173,0
593017,1684264,0
4329584,3839027,0
2642348,1219937,0
631489,2198231,0
2348125,2298030,0
3186518,1721923,0
1735204,3655843,0
3892708,1365346,0
2053308,145722,0
4687539,1136119,0
4303129,2650635,0
666832,3102363,0
861448,2893448,0
2030539,3304144,0
4254896,4248118,0
4315843,2706132,0
542853,4840857,0
2418869,926826,0
3633644,2997981,0
4597693,1137161,0
4035203,1192178,0
4777312,1456385,0
1911406,3181197,0
3176230,4471609,0
3384230,440093,0
3750870,385874,0
156140,417274,0
3552151,216914,0
2303316,4640211,0
1165817,21029,0
2293169,2369261,0
317792,1507427,0
2159123,516230,0
604815,478223,0
1928713,3439201,0
305602,2514010,0
730079,1476555,0
121829,2190412,0
258580,2151673,0
659517,4268135,0
3440116,3995828,0
1429183,4244256,0
3251045,2318830,0
808424,149536,0
297975,1299080,0
1996515,1950697,0
3205799,3080878,0
678853,3001600,0
2488604,4232521,0
150680,948510,0
105549,1440533,0
1488401,239395,0
1519206,746114,0
4094500,2611094,0
246019,1403971,0
4217935,2039624,0
4143288,3542482,0
4299096,3762352,0
2358903,2162228,0
3800438,2369542,0
2039719,2574350,0
4164647,2121798,0
889136,3782034,0
4128945,868942,0
4329357,911669,0
2731548,1298262,0
2111869,1836375,0
2363551,3739136,0
3441172,2885797,0
1842275,971866,0
807609,3274076,0
132289,500506,0
3277323,2487895,0
1717215,4191126,0
3911985,4374886,0
3262683,1950550,0
4313697,1212380,0
3620289,2232877,0
1194347,3288243,0
3453887,2253090,0
3984290,2887445,0
3029657,764104,0
4303129,4583463,0
1771718,3920488,0
1364292,812338,0
1154384,1737707,0
60491,1027413,0
261200,695609,0
825140,1283148,0
175436,963995,0
2602795,1190704,0
1395530,4684245,0
858874,4823106,0
3051212,4326164,0
2903488,4012059,0
4099040,2663377,0
3051460,2058726,0
126408,173296,0
1226964,3902174,0
552192,2508430,0
4806025,560822,0
2154002,3216894,0
4779430,1749305,0
4826596,1521643,0
122253,2436439,0
2268472,3673734,0
2306470,4689344,0
3241034,4713660,0
3644551,3478937,0
2425644,810336,0
4355164,1750510,0
378508,2147061,0
3194338,4866958,0
3959088,2131920,0
2931989,1559926,0
1673236,2710487,0
3390929,571021,0
1519588,4346110,0
4740839,1038497,0
2289784,2608438,0
4644903,1622557,0
1982506,4767109,0
2023094,858100,0
170087,3137502,0
3642884,4123129,0
3292176,2021008,0
4731952,2390172,0
4248715,1987945,0
1693617,3517389,0
694758,2874924,0
4594685,2243309,0
856584,3089036,0
4123014,2747451,0
4180822,541721,0
2235628,1362740,0
938826,3166930,0
143943,1891299,0
681412,1044721,0
1661534,4773725,0
2543184,2548291,0
2290735,3276146,0
1246259,3365840,0
565030,4213448,0
2205989,2968252,0
4641500,1285894,0
1709432,1665119,0
3127705,1696943,0
1877192,3320046,0
3797303,2903984,0
1128465,3286368,0
4235544,436093,0
3314639,1479722,0
2795030,3194471,0
4798936,4282440,0
1466986,3264035,0
1354232,2114618,0
4511029,2061489,0
4508844,1774406,0
1403497,4498876,0
1046692,546745,0
350618,2125683,0
105065,1975401,0
2106914,1416943,0
3886670,3805528,0
1822097,4795858,0
1373751,1951012,0
4196528,1084376,0
2637650,4599604,0
3234116,3070024,0
4612050,1923795,0
4652218,1716355,0
4118556,4063359,0
1514860,4401355,0
1768360,2865530,0
2526596,3618247,0
2251958,4052222,0
3986194,466302,0
4533563,646385,0
4753457,3293844,0
1345493,3598942,0
680856,1366286,0
3552151,3805095,0
277678,2370358,0
2577368,1690452,0
545107,1941733,0
4809745,2472970,0
4348238,3468721,0
1182828,3586325,0
182179,2647505,0
131711,2883988,0
3977223,1972250,0
3481895,341660,0
3169137,293995,0
1144433,2343279,0
2925149,2205635,0
4503568,1970889,0
1068316,4062221,0
3898713,3865860,0
3379911,4111294,0
180778,4559933,0
1271214,752074,0
2460858,734536,0
1698628,79938,0
1151652,1043689,0
3733363,4488598,0
2716943,1223869,0
4849080,4116130,0
4773939,274450,0
1371000,4618009,0
4330114,541721,0
4141677,1696218,0
357528,3515056,0
1450153,2365162,0
4436759,3540320,0
2566174,1570745,0
1628691,3910936,0
2198631,3652279,0
940391,4494432,0
3380223,309847,0
4794346,1929153,0
4518284,1586146,0
2299269,1764694,0
915601,4010542,0
3780684,4200198,0
1922314,3844222,0
56445,4190361,0
3198459,747554,0
105005,3636797,0
4457580,1488238,0
2477663,1787754,0
292445,4428376,0
3639542,889858,0
3640654,310667,0
1596155,4225738,0
4451556,972491,0
2466089,2947163,0
889136,1178992,0
2740003,3583361,0
3246074,1646461,0
4613855,1821980,0
4039182,1494734,0
665304,2483231,0
2353518,3970583,0
1635975,1659932,0
4581233,1057435,0
1413590,3391593,0
4755406,2993679,0
608890,2348871,0
4313144,885980,0
3779626,2845013,0
184687,2242408,0
2313595,704642,0
1798619,551685,0
2735598,1309862,0
2018259,1931324,0
3794842,1442524,0
2115763,2205635,0
1786095,2410417,0
2427957,3054724,0
2353947,912113,0
742322,1783138,0
2475128,2709604,0
4003574,4177423,0
4111661,3633185,0
1833356,2790657,0
4670787,538661,0
4538088,4040490,0
1354287,4247587,0
3318499,4544332,0
1677157,2450052,0
2119818,1426360,0
3000657,4187425,0
1206018,3800727,0
2568017,2384435,0
1470289,1058027,0
1880067,2946706,0
2783034,3226554,0
4131178,4005300,0
330120,1227992,0
725930,2553723,0
2757027,166306,0
3080022,1866916,0
3667019,251311,0
4159325,1578636,0
2904412,3080076,0
3047303,1026468,0
2868265,3283423,0
4258358,1204915,0
4850491,614334,0
4236946,1326499,0
2276258,3143645,0
1466052,4255640,0
1288336,2711184,0
2878362,3431523,0
2690307,1773835,0
2656546,2906956,0
1003537,3135380,0
2911365,1325664,0
3827449,2903984,0
1085106,4110137,0
412453,4181723,0
38343,4746621,0
1785126,1499872,0
4085911,2535426,0
2434952,3285240,0
454038,3636084,0
4262760,1890897,0
1098601,2479059,0
3338967,2370174,0
4359975,4389071,0
1996260,1769968,0
3599901,2472325,0
2316273,2391358,0
1011024,4722431,0
454147,942619,0
3876887,3177743,0
4567842,2057056,0
4223704,1777207,0
3657221,3391593,0
4858294,1321321,0
4084250,4628509,0
4074547,3037159,0
3246074,4295257,0
3255868,478279,0
4340121,233032,0
1967573,748083,0
1340259,2683202,0
1703241,4703902,0
4050188,4106625,0
4456292,647243,0
1506473,2804852,0
4554293,4692262,0
1176496,2929347,0
3720600,2877755,0
1025508,2523792,0
262528,2312830,0
4314283,2891053,0
1567178,4840989,0
2751843,2468684,0
556498,720487,0
4205533,1530151,0
3932265,4287735,0
225124,4785698,0
268696,1633693,0
973374,1781468,0
4666032,4689344,0
3118317,3204862,0
105062,1513515,0
3071123,2023457,0
1384831,1011161,0
4350608,3091588,0
2913556,978745,0
3637241,2044671,0
2348808,3410184,0
142333,470952,0
2885741,1929086,0
3307612,1073334,0
4802478,4609702,0
4025514,2533120,0
4434561,2400707,0
780319,2147118,0
4074537,1653703,0
665937,1640130,0
1212502,3247943,0
57704,3783905,0
2560084,2555687,0
1095813,4746856,0
1829183,1396535,0
1076594,3494744,0
2457309,3042937,0
2595101,3072089,0
4361650,3730739,0
1209196,1655924,0
845261,4518583,0
4510312,4783278,0
497600,4433990,0
1663913,4294245,0
156248,1600040,0
3643046,253430,0
4564385,1512954,0
601050,3700155,0
2817084,1582222,0
4542296,3154872,0
2807528,2236795,0
1978315,4075408,0
2733872,753207,0
412806,3454223,0
3984290,3076208,0
1043062,274869,0
2303520,792970,0
4116258,3086708,0
2222521,1772905,0
4124767,1320259,0
2251958,332418,0
970731,2245867,0
2089681,492413,0
4153371,1538063,0
2730883,2223702,0
1591965,4195055,0
1944242,1067772,0
1790343,700025,0
4677628,2870670,0
2032862,72942,0
378745,3091111,0
137437,3864733,0
2501645,1109618,0
2893207,3535207,0
4495877,1721223,0
1613370,1617394,0
4575002,544366,0
2086825,4651416,0
3817509,3161554,0
31369,2643135,0
4009022,692265,0
4411245,478797,0
2485609,4521982,0
4026923,1691726,0
423784,4499493,0
1860051,946233,0
773757,3904362,0
1160585,3909828,0
768836,2075756,0
3387701,741462,0
1476923,1915956,0
1051907,157112,0
3198893,2662388,0
570226,4759762,0
855937,4575645,0
1894531,4589413,0
1267079,4479295,0
743875,798913,0
3296259,4557116,0
4387910,3910111,0
550309,3912526,0
2726948,4054991,0
2899918,3917621,0
116978,1062685,0
3952047,3498667,0
1952654,1761110,0
2552310,3807835,0
3615489,1769968,0
1204347,2302240,0
650841,481010,0
4691699,754159,0
2997685,647243,0
159065,794709,0
46709,375168,0
1052805,3546627,0
1132086,2707342,0
3137375,504324,0
894946,1958035,0
2377859,3676081,0
3009447,590045,0
1761372,1136417,0
890653,4782511,0
746857,2270612,0
924501,2667915,0
191683,4053996,0
54999,3877877,0
397607,2643109,0
2138950,3955955,0
2190412,2773229,0
2866406,3115786,0
1692665,2381679,0
3452663,3589173,0
1684264,1748907,0
2827992,2205811,0
1125737,4138835,0
1549291,2563423,0
388487,4004694,0
4586960,1744811,0
4614933,4595900,0
4637306,3068668,0
1083208,2953008,0
4597482,2929959,0
3990123,1298087,0
2901645,1679733,0
99644,1399058,0
775049,3091111,0
4274063,244164,0
2006960,2030127,0
2020290,2226291,0
3901568,4830193,0
71202,4366504,0
4490728,3994516,0
4095082,3777242,0
3748682,612719,0
2999708,4333979,0
1328350,1430745,0
687113,775835,0
430161,548624,0
3962132,34676,0
750823,4354563,0
4213322,2142325,0
617812,2964286,0
2077348,722192,0
3974483,1915398,0
4358428,3277860,0
4014664,1854269,0
2034315,3981705,0
4243374,622386,0
4402837,3084781,0
3732950,4135447,0
2312830,2921288,0
4217056,2422452,0
2595595,771609,0
549728,3134085,0
3217890,4550236,0
540873,1654445,0
1495228,2024462,0
1054664,3962638,0
3744170,4506888,0
467667,2157328,0
711704,3135593,0
3724973,1447009,0
3301142,2025050,0
3501099,2808644,0
3156174,2503314,0
4141075,2265196,0
1713008,1849974,0
80636,3900740,0
1325894,2697987,0
3072428,3502346,0
3647019,303209,0
2223416,1088399,0
3446689,1445324,0
1419818,2058429,0
4700180,3462911,0
245819,4424137,0
1575721,3599067,0
4412312,2569710,0
4670593,3794794,0
1187945,2456633,0
1227244,756016,0
3070106,16658,0
1268909,340764,0
616239,1697012,0
1692917,4853127,0
1962278,4754413,0
1342577,815236,0
2924430,182437,0
1393563,1890897,0
37666,429858,0
972486,4660419,0
4305503,3889137,0
1358921,2474462,0
1439955,4398710,0
2616383,4498557,0
3426104,3738649,0
1989292,2662315,0
3024134,4081433,0
4523563,3634307,0
1153844,362148,0
816913,3969265,0
694036,3240846,0
3250989,2747148,0
3184317,127950,0
237531,3863963,0
2292509,2299912,0
4431720,3750697,0
4049029,3718182,0
3636797,3072428,0
796871,3341066,0
529182,943609,0
2472812,1133901,0
4742679,1570227,0
1663639,3788165,0
3755683,257164,0
4660393,1446126,0
1160124,2409732,0
310867,4817417,0
1104482,2481036,0
858566,923596,0
3397645,1677837,0
2491837,3373947,0
2240545,72508,0
2650635,3986194,0
2650406,2299295,0
2162886,3177906,0
1370930,4274596,0
267934,543768,0
4388921,560769,0
4132752,3025643,0
3598989,465010,0
2968005,1630538,0
1201981,3836480,0
3814044,4498103,0
755513,2769934,0
3597218,1952973,0
3372520,2092172,0
4535742,3228157,0
4704689,4478584,0
970731,3841691,0
914875,1076596,0
4784842,3378667,0
4243983,1441296,0
2730639,1598465,0
574398,748688,0
520383,3229933,0
2584856,3178875,0
4828336,905138,0
1080614,2408495,0
1729215,2313271,0
3329852,2441955,0
2352887,3316602,0
672324,475462,0
1041134,1275299,0
2191547,4753789,0
1979927,1297369,0
1246259,4427734,0
3482689,2881897,0
2519802,4781616,0
3054724,2545786,0
1562955,3882945,0
4488248,1155949,0
3329174,2182027,0
1447110,548256,0
1624821,1712592,0
2103878,1407812,0
1221021,4354212,0
1071169,3770747,0
978544,2683846,0
3594134,956574,0
4032340,2642171,0
933143,2251789,0
3448488,3416437,0
2753435,1406589,0
3027319,1018864,0
2343422,4023430,0
1922003,495684,0
2885734,520707,0
1230281,1442524,0
239337,3129685,0
3565176,4750152,0
329329,3671414,0
3064783,2253744,0
3316614,1415243,0
4819269,4444163,0
378186,1652579,0
1764552,1741226,0
4711900,1608021,0
4718207,3337956,0
3118752,1978315,0
3897979,3861155,0
1430891,3650809,0
3069695,4237670,0
2460425,437801,0
3811702,2690596,0
1152520,892054,0
150087,1444530,0
3906757,695066,0
3861155,4082571,0
72942,543924,0
1159494,4728747,0
3641626,42232,0
2701313,2821707,0
4633953,2037280,0
3996594,1005459,0
371635,3613891,0
537219,93311,0
4647923,2408835,0
439820,434429,0
280183,3217936,0
4280651,4570354,0
2167140,601050,0
69235,1229067,0
1019487,4785531,0
2648885,2195849,0
738704,1529711,0
3208454,4188416,0
2354231,1261022,0
1747637,3871005,0
2305375,636099,0
4416459,3686023,0
3573875,190911,0
3920375,186835,0
2058913,2340821,0
1894171,2873352,0
317453,490895,0
1693617,1156181,0
4205533,3644526,0
112507,1685606,0
3360744,36606,0
2022069,4264171,0
3473813,1076896,0
1069044,3374951,0
2209138,2340298,0
2113393,1648119,0
2175386,3414939,0
1168123,1933229,0
941692,1382999,0
1013174,1998025,0
3691999,3352298,0
2404296,394106,0
3768432,1602676,0
4083021,704642,0
3941196,2650555,0
394411,2836418,0
1168914,3978024,0
2232123,1187945,0
2070378,4126132,0
1367613,1996515,0
2984115,1176496,0
1359826,3792576,0
2322714,386833,0
4057932,4621843,0
1056812,1456385,0
1351020,2062684,0
2348125,2103452,0
4448551,1427709,0
3104217,1648331,0
27686,2535778,0
720538,348933,0
3741805,1522980,0
1227677,2652429,0
2858135,695432,0
4369289,4323846,0
4446468,4254442,0
796871,288350,0
3406582,4654062,0
1036878,420735,0
2057056,1428701,0
4122877,4617130,0
3308122,3180015,0
4420221,3040036,0
2231157,4137597,0
1337829,728862,0
3182415,1820718,0
450679,2067840,0
4778699,4057595,0
3446689,340351,0
3586265,606898,0
1046028,4566506,0
452890,3260661,0
3669228,3256057,0
3407212,1808958,0
1855748,4269804,0
4400515,1792703,0
52336,731299,0
871742,442345,0
4603691,781924,0
2329983,4163093,0
4322955,3608701,0
918619,1988148,0
759828,2826599,0
