,city,cuisine
102696,Charlotte,american
102709,Pittsburgh,burger
102713,Mississauga,italian
102722,Harrisburg,asian
102729,Gilbert,italian
102730,Las Vegas,barbequ
102739,North Las Vegas,cajuncreol
102745,Kirkland,chines
102759,Surprise,barbequ
102763,Brampton,american
102765,North Versailles,american
102769,Pittsburgh,barbequ
102770,Charlotte,american
102773,Las Vegas,mexican
102780,Cleveland,american
102781,Calgary,chines
102785,Scottsdale,vegetarian
102796,Glendale,mexican
102801,Charlotte,american
102803,Pittsburgh,american
102804,Las Vegas,breakfast
102812,Glendale,cafe
102813,Toronto,korean
102824,Toronto,vietnames
102825,Las Vegas,thai
102834,Thornhill,chines
102842,Las Vegas,mexican
102848,Markham,chines
102849,Charlotte,breakfast
102857,Toronto,arabian
102861,Charlotte,american
102863,Toronto,japanes
102864,Pittsburgh,american
102865,Phoenix,mexican
102867,Robinson Township,italian
102896,Toronto,mexican
102899,Las Vegas,chines
102900,Phoenix,mexican
102901,Toronto,italian
102908,Cleveland,american
102919,Phoenix,italian
102923,Toronto,mexican
102924,Phoenix,mexican
102925,Tempe,breakfast
102927,Fitchburg,mediterranean
102929,Pittsburgh,vegan
102939,Rocky River,mexican
102952,North Las Vegas,mexican
102957,Fairview Park,american
102959,Laval,american
102969,Pittsburgh,american
102973,Montréal,american
102974,Brampton,indian
102976,Las Vegas,burger
102981,Oakville,burger
102991,Etobicoke,italian
102996,Las Vegas,korean
103000,Charlotte,mexican
103009,Avalon,italian
103014,Etobicoke,indian
103019,Calgary,chines
103028,Toronto,cafe
103034,Mesa,burger
103035,Richmond Hill,burger
103037,Calgary,brazilian
103045,Toronto,italian
103053,Chandler,american
103055,Henderson,thai
103057,Henderson,chines
103058,Toronto,vietnames
103064,Airdrie,italian
103066,Phoenix,burger
103072,Charlotte,american
103073,Phoenix,italian
103080,Scottsdale,breakfast
103083,Montréal,french
103095,Las Vegas,american
103099,Charlotte,indian
103106,Charlotte,vietnames
103111,Richmond Hill,burger
103133,Calgary,vietnames
103146,Las Vegas,italian
103151,Montréal,vegan
103153,Las Vegas,burger
103155,Glendale,burger
103157,Las Vegas,italian
103158,Montréal,vegetarian
103159,Charlotte,breakfast
103162,Matthews,barbequ
103165,Phoenix,chines
103168,Whitby,american
103172,Scottsdale,cafe
103178,Mississauga,vietnames
103188,Scottsdale,american
103195,Montréal,asian
103200,Thornhill,mediterranean
103212,Pittsburgh,mexican
103213,Mississauga,burger
103214,Toronto,japanes
103217,Charlotte,mexican
103218,Toronto,indian
103220,Chandler,mexican
103228,North Las Vegas,italian
103231,Scarborough,italian
103236,Las Vegas,chines
103237,Toronto,american
103238,Calgary,vietnames
103244,Toronto,chines
103246,Charlotte,american
103252,Charlotte,vegan
103253,Concord,asian
103259,Toronto,burger
103262,Mesa,italian
103267,Madison,breakfast
103268,Toronto,caribbean
103271,Calgary,american
103272,Calgary,breakfast
103273,Concord,american
103275,Montréal,breakfast
103277,Phoenix,mediterranean
103289,Phoenix,american
103291,Cleveland,mediterranean
103298,Madison,american
103299,Valley City,american
103314,Toronto,thai
103322,Tempe,mexican
103324,Cleveland,asian
103325,Scarborough,vietnames
103334,Toronto,italian
103340,Mississauga,vietnames
103345,Mahomet,mexican
103346,Pittsburgh,american
103353,Matthews,american
103356,Las Vegas,mexican
103362,Phoenix,mediterranean
103368,Toronto,breakfast
103383,Etobicoke,mexican
103384,Las Vegas,american
103388,Scottsdale,barbequ
103389,Las Vegas,mediterranean
103394,Henderson,thai
103406,Las Vegas,mexican
103407,Huntersville,mexican
103418,Cleveland,mexican
103430,Avondale,burger
103431,Madison,cajuncreol
103432,Las Vegas,asian
103434,Montréal,french
103442,Toronto,breakfast
103444,Toronto,barbequ
103449,Montréal,indian
103453,Tempe,breakfast
103454,Madison,mexican
103462,Etobicoke,burger
103463,Toronto,japanes
103465,Mississauga,chines
103469,Toronto,cuban
103470,Mississauga,afghan
103472,Las Vegas,vegan
103484,Mesa,mexican
103485,Indian land,asian
103487,Mesa,barbequ
103507,Calgary,japanes
103508,Tempe,chines
103517,Las Vegas,american
103528,Las Vegas,mexican
103534,Strongsville,german
103561,Las Vegas,asian
103562,Munhall,chines
103564,Laval,french
103573,Pittsburgh,burger
103582,Northfield,breakfast
103584,Las Vegas,barbequ
103585,Toronto,mexican
103586,Gilbert,burger
103588,Charlotte,breakfast
103589,Chandler,burger
103599,Las Vegas,mexican
103603,Toronto,breakfast
103604,Aurora,italian
103613,Toronto,cafe
103628,Peoria,breakfast
103631,Markham,chines
103648,Phoenix,mexican
103658,Avon,american
103664,Montréal,vietnames
103672,Las Vegas,caribbean
103678,Toronto,italian
103680,Toronto,cafe
103683,Bedford,mexican
103693,Gilbert,italian
103697,Pittsburgh,american
103698,Las Vegas,chines
103712,North Las Vegas,breakfast
103715,Gilbert,mexican
103719,York,caribbean
103720,Scottsdale,mediterranean
103733,Las Vegas,american
103734,Scottsdale,mexican
103741,Las Vegas,mexican
103749,Toronto,cafe
103759,Toronto Scarborough,burger
103768,Toronto,burger
103788,Toronto,breakfast
103796,Cleveland,american
103799,Kent,cajuncreol
103804,Chandler,mexican
103806,Chandler,american
103808,Toronto,mexican
103821,Las Vegas,vietnames
103835,Toronto,japanes
103839,Mississauga,breakfast
103847,Toronto,thai
103857,Chandler,barbequ
103861,Avondale,mexican
103866,Calgary,chines
103867,Tempe,cajuncreol
103881,Mentor,american
103884,Phoenix,american
103893,Cleveland,chines
103897,Cleveland,american
103907,Toronto,chines
103908,Toronto,burger
103912,Concord,japanes
103919,Canonsburg,american
103923,Montréal,french
103929,Scottsdale,cafe
103936,Pittsburgh,mediterranean
103937,Brossard,burger
103939,Mesa,american
103944,Scottsdale,asian
103946,Henderson,japanes
103948,Glendale,american
103951,Phoenix,breakfast
103960,Peoria,breakfast
103961,Avondale,mexican
103964,Mooresville,italian
103973,Montréal,burger
103975,Madison,breakfast
103981,Toronto,cafe
103985,Phoenix,mexican
103986,Markham,chines
103987,Mahomet,barbequ
103990,North York,chines
103992,Richmond Hill,korean
103993,Rock Hill,american
104010,Montréal,afghan
104012,Las Vegas,ethiopian
104014,Pleasant Hills,breakfast
104021,Scottsdale,burger
104025,Locust,american
104026,Las Vegas,breakfast
104029,Charlotte,chines
104040,Las Vegas,indian
104042,Indian Trail,american
104047,Toronto,japanes
104057,Cleveland,barbequ
104063,Mississauga,burger
104068,Montréal,french
104073,Montréal,breakfast
104081,Toronto,ethiopian
104086,Montréal,cafe
104087,Las Vegas,breakfast
104088,Mesa,italian
104092,Etobicoke,british
104103,Outremont,italian
104106,Toronto,chines
104115,Phoenix,breakfast
104128,Chandler,cajuncreol
104129,Phoenix,chines
104132,Cleveland,american
104134,Calgary,american
104135,Pittsburgh,burger
104140,Las Vegas,american
104163,Charlotte,american
104169,Montréal,italian
104173,Henderson,american
104174,Montréal,american
104178,Toronto,vegetarian
104182,Oakville,indian
104183,Brampton,vegetarian
104199,Calgary,burger
104204,Thornhill,barbequ
104220,Las Vegas,japanes
104221,Scottsdale,mexican
104227,Phoenix,burger
104228,Phoenix,asian
104237,Phoenix,breakfast
104240,North York,caribbean
104252,Montréal,moroccan
104253,Toronto,vegan
104256,Charlotte,american
104273,Montréal,french
104292,Las Vegas,american
104299,Glendale,burger
104300,Toronto,breakfast
104306,Mississauga,caribbean
104311,Gilbert,breakfast
104313,Charlotte,american
104329,Toronto,american
104330,Cleveland,american
104336,Phoenix,vietnames
104338,Strongsville,mexican
104344,Henderson,american
104349,Calgary,asian
104352,Mississauga,lebanes
104356,Brampton,indian
104357,Surprise,american
104361,Madison,asian
104362,Montréal,breakfast
104363,Chandler,breakfast
104367,Woodbridge,italian
104377,Chandler,mexican
104382,Gilbert,cafe
104406,Las Vegas,italian
104412,Mesa,american
104416,Urbana,mexican
104420,Toronto,chines
104426,Charlotte,japanes
104433,Phoenix,cafe
104434,Montréal,burger
104435,Cleveland,cajuncreol
104436,Vaughan,vegetarian
104447,Cleveland,italian
104448,Montréal,mediterranean
104450,Toronto,italian
104465,Montréal,thai
104467,Phoenix,vegan
104469,Scottsdale,american
104472,Las Vegas,mexican
104487,Phoenix,chines
104489,Charlotte,african
104516,Markham,japanes
104528,Toronto,cafe
104530,Glendale,mexican
104533,Richmond Hill,caribbean
104536,Cornelius,indian
104537,Las Vegas,mexican
104547,Stow,mexican
104551,Peoria,american
104556,Concord,american
104558,Phoenix,cafe
104560,Brampton,indian
104584,Montréal,japanes
104586,Toronto,japanes
104588,Las Vegas,american
104589,Madison,burger
104596,Calgary,caribbean
104602,Madison,breakfast
104609,Vaughan,japanes
104611,Cornelius,breakfast
104619,Calgary,burger
104631,Calgary,american
104633,Mississauga,chines
104650,Phoenix,mexican
104654,Phoenix,mexican
104655,Verdun,american
104658,Montréal,breakfast
104663,Elyria,american
104681,Las Vegas,american
104682,Toronto,italian
104685,Mississauga,breakfast
104687,Whitby,italian
104690,Pickering,thai
104697,Toronto,mediterranean
104715,Chandler,breakfast
104726,Toronto,italian
104730,Las Vegas,mediterranean
104733,Las Vegas,cuban
104735,Mississauga,vegan
104738,North York,french
104741,Etobicoke,breakfast
104753,Rocky River,thai
104758,Calgary,chines
104777,Mesa,burger
104784,Glendale,korean
104813,Charlotte,breakfast
104821,Toronto,korean
104825,Toronto,cafe
104826,Montréal,cafe
104840,Whitchurch-Stouffville,singaporean
104849,Lachine,italian
104865,Scottsdale,mexican
104866,Henderson,american
104870,Toronto,french
104872,Toronto,italian
104876,Gilbert,american
104879,Phoenix,american
104880,Phoenix,american
104881,Charlotte,mexican
104883,Mississauga,japanes
104889,Pittsburgh,breakfast
104890,North Las Vegas,burger
104891,Phoenix,mexican
104899,Las Vegas,mexican
104903,Mississauga,italian
104909,Pittsburgh,american
104914,Las Vegas,japanes
104915,Scarborough,chines
104916,Calgary,cafe
104918,Scottsdale,chines
104934,Toronto,portugues
104936,Huntersville,breakfast
104937,Richmond Hill,vietnames
104944,Charlotte,american
104947,McKeesport,barbequ
104949,Cleveland,japanes
104950,Lakewood,lebanes
104953,Cleveland Heights,italian
104955,Lakewood,burger
104971,Toronto,american
104993,Cleveland,american
105002,Phoenix,mexican
105005,Vaughan,burger
105017,Sun City,american
105026,Phoenix,italian
105041,Toronto,vegetarian
105045,Scottsdale,italian
105047,Glendale,mexican
105052,Mississauga,mediterranean
105058,Cleveland,american
105069,Las Vegas,caribbean
105074,Pittsburgh,breakfast
105081,Pointe-Claire,vegan
105085,Las Vegas,japanes
105092,Rock Hill,american
105094,Phoenix,american
105100,Toronto,barbequ
105101,Montréal,chines
105104,Toronto,barbequ
105109,Charlotte,mexican
105115,Champaign,american
105121,Pittsburgh,american
105124,Boulder City,american
105126,Phoenix,italian
105148,Concord,barbequ
105160,Scottsdale,american
105161,Toronto,breakfast
105167,North Versailles,australian
105168,Glendale,italian
105170,Pineville,american
105181,Tempe,american
105199,Charlotte,asian
105205,Montréal,french
105207,Tempe,mexican
105213,Aurora,mediterranean
105214,Toronto,vegan
105218,Calgary,chines
105219,Sun Lakes,chines
105225,Verdun,barbequ
105226,Charlotte,caribbean
105231,Saint-Sauveur,breakfast
105242,Montréal,italian
105253,Scottsdale,mexican
105254,Las Vegas,american
105255,Glendale,american
105259,Madison,italian
105269,Las Vegas,chines
105271,Charlotte,chines
105277,Montréal,cafe
105278,Phoenix,american
105286,Scottsdale,caribbean
105292,Markham,chines
105293,Toronto,cafe
105303,Scarborough,thai
105309,Phoenix,breakfast
105310,Phoenix,mexican
105312,North York,cafe
105313,Toronto,burger
105317,Mississauga,french
105318,Las Vegas,american
105324,Gilbert,mexican
105329,Boisbriand,portugues
105330,Cleveland,american
105342,Pittsburgh,chines
105343,Las Vegas,breakfast
105349,Mesa,american
105351,Scottsdale,american
105357,Glendale,mexican
105370,Avon,american
105374,Toronto,indian
105376,Toronto,breakfast
105378,Phoenix,mediterranean
105381,Scottsdale,italian
105382,Las Vegas,american
105384,Glendale,american
105396,Las Vegas,american
105399,Phoenix,mexican
105403,Toronto,american
105413,Chandler,burger
105430,Las Vegas,american
105431,Westlake,italian
105436,Bedford,american
105441,Tempe,american
105452,Phoenix,breakfast
105453,Las Vegas,breakfast
105455,Glendale,mexican
105458,Las  Vegas,vietnames
105459,Fitchburg,italian
105464,Charlotte,caribbean
105467,Phoenix,mexican
105475,Montréal,mexican
105479,Champaign,american
105481,Lakewood,vietnames
105484,Sagamore Hills,american
105488,Concord,italian
105491,Las Vegas,thai
105492,Las Vegas,chines
105493,Mesa,american
105511,Charlotte,caribbean
105513,Phoenix,breakfast
105515,Lorain,burger
105525,Toronto,chines
105531,Charlotte,caribbean
105541,Tempe,american
105543,Toronto,asian
105544,Phx,mexican
105547,Cleveland,vegan
105553,Saint-Laurent,japanes
105554,Gilbert,hawaiian
105572,Las Vegas,chines
105582,Vaughan,thai
105589,Las Vegas,american
105592,Las Vegas,thai
105599,Mahomet,mexican
105601,Markham,japanes
105603,Laval,italian
105605,Laval,italian
105620,Calgary,indian
105622,Berea,vietnames
105623,Toronto,italian
105629,Las Vegas,japanes
105632,Fairlawn,breakfast
105634,Toronto,italian
105635,Las Vegas,breakfast
105642,Phoenix,breakfast
105657,Montréal,chines
105663,Montréal,american
105679,Toronto,korean
105680,Scottsdale,american
105682,Las Vegas,american
105683,Montréal,cafe
105686,Matthews,chines
105694,Las Vegas,mexican
105698,Scottsdale,breakfast
105699,Toronto,afghan
105707,Glendale,american
105710,Wexford,italian
105713,Las Vegas,mexican
105721,Cottage Grove,cafe
105727,Pittsburgh,american
105736,Willoughby,italian
105744,Toronto,breakfast
105759,Brampton,burger
105761,Cuyahoga Falls,mediterranean
105764,Phoenix,barbequ
105774,Henderson,american
105785,Las Vegas,italian
105787,Las Vegas,chines
105793,Monona,burger
105794,Mississauga,caribbean
105797,Montréal,french
105811,Chandler,vegan
105818,Montréal,breakfast
105828,Montréal,japanes
105829,Brossard,chines
105835,Las Vegas,american
105845,Phoenix,burger
105849,Scarborough,kebab
105853,Cleveland,american
105863,Brampton,burger
105864,Montréal,italian
105867,Goodyear,thai
105884,Pittsburgh,american
105885,Las Vegas,chines
105900,Mentor,american
105906,Charlotte,brazilian
105909,Pittsburgh,italian
105910,Markham,mexican
105911,Phoenix,mexican
105925,Las Vegas,american
105933,Markham,vietnames
105934,Lakewood,american
105935,Las Vegas,hawaiian
105938,Toronto,italian
105945,Las Vegas,mexican
105946,Toronto,american
105952,Cleveland,italian
105956,Toronto,american
105962,Richmond Hill,afghan
105970,Cleveland,american
105971,Parma,burger
105975,Calgary,mexican
105982,Mississauga,indian
105987,Mesa,american
105988,Toronto,vietnames
105996,Phoenix,asian
106002,Pittsburgh,burger
106008,Fort Mill,american
106012,Mesa,american
106019,Las Vegas,japanes
106022,Sun Prairie,burger
106030,Waunakee,american
106031,Calgary,american
106035,Twinsburg,breakfast
106040,Black Earth,american
106055,Charlotte,breakfast
106057,Toronto,burger
106061,Scarborough,thai
106066,Solon,vegetarian
106072,Rock Hill,american
106076,Pittsburgh,vegan
106080,Bedford Heights,breakfast
106082,Las Vegas,italian
106086,Montreal,korean
106090,Toronto,italian
106097,Charlotte,cajuncreol
106100,Fountain Hills,burger
106102,Las Vegas,mexican
106109,Chandler,mexican
106114,Verdun,breakfast
106123,La Prairie,breakfast
106130,Montréal,mexican
106131,North Las Vegas,mexican
106134,Peoria,italian
106135,Gilbert,mexican
106146,Toronto,vegetarian
106150,Toronto,mediterranean
106156,Las Vegas,brazilian
106162,Toronto,japanes
106165,Las Vegas,vegan
106166,Montréal,cafe
106167,Las Vegas,american
106170,Madison,breakfast
106171,Toronto,italian
106177,Las Vegas,asian
106182,Etobicoke,italian
106186,Toronto,chines
106190,Tempe,american
106195,Mesa,american
106196,Scottsdale,american
106213,Laveen,mexican
106215,Scarborough,caribbean
106222,Parma,american
106224,Toronto,malaysian
106226,Thornhill,italian
106227,Mesa,mexican
106240,Richmond Hill,american
106243,Madison,breakfast
106254,West Homestead,american
106264,Coraopolis,mediterranean
106265,Henderson,japanes
106274,Montréal,portugues
106278,Charlotte,american
106279,Parma,italian
106291,Toronto,argentin
106305,Toronto,italian
106313,Calgary,italian
106316,Henderson,italian
106320,Lakewood,mediterranean
106321,Toronto,barbequ
106322,Scarborough,cafe
106327,White Oak,italian
106345,Painesville,burger
106355,Akron,german
106360,Phoenix,american
106370,Toronto,mediterranean
106374,Cleveland,italian
106384,Pittsburgh,american
106401,Toronto,caribbean
106402,Pittsburgh,breakfast
106407,Las Vegas,asian
106415,Thornhill,american
106416,Toronto,vegan
106420,Cleveland,american
106422,Champaign,american
106426,Charlotte,burger
106432,Calgary,breakfast
106433,Pleasant Hills,american
106435,Chandler,vegan
106439,Phoenix,barbequ
106444,Toronto,american
106454,Calgary,burger
106456,Vaudreuil-Dorion,indian
106457,Toronto,barbequ
106458,Phoenix,american
106467,Champaign,american
106468,Las Vegas,american
106476,Thornhill,breakfast
106479,Las Vegas,american
106482,Pittsburgh,mexican
106487,Tempe,breakfast
106491,North York,cafe
106499,Mississauga,mediterranean
106502,Montréal,cuban
106515,Westlake,italian
106517,Las Vegas,american
106519,Urbana,thai
106532,Fort Mill,american
106537,Newmarket,cafe
106541,Phoenix,mexican
106547,Phoenix,breakfast
106549,Las Vegas,chines
106574,Midland,burger
106590,Phoenix,breakfast
106593,North York,american
106597,North York,chines
106602,Gibsonia,burger
106604,Toronto,japanes
106605,Calgary,burger
106609,Montréal,afghan
106613,Scottsdale,american
106617,Newmarket,burger
106619,Homestead,vegan
106622,North Las Vegas,mexican
106623,Phoenix,breakfast
106627,Avondale,chines
106636,Mississauga,mediterranean
106656,Montreal-West,breakfast
106657,Peoria,chines
106668,Rocky River,british
106669,Georgetown,barbequ
106677,Madison,cafe
106681,Montréal,italian
106682,Pittsburgh,burger
106686,Parma,mexican
106696,Markham,chines
106715,Toronto,japanes
106718,Las Vegas,thai
106721,Toronto,breakfast
106726,Toronto,breakfast
106732,Toronto,italian
106746,Pittsburgh,american
106751,Toronto,american
106761,Fort Mill,american
106764,Montréal,chines
106773,Toronto,american
106784,Glendale,american
106788,Montréal,cafe
106791,Caledon,italian
106794,Las Vegas,vegan
106801,Charlotte,chines
106808,Las Vegas,chines
106809,Chandler,asian
106810,Mississauga,american
106813,Cleveland,burger
106819,Cleveland,american
106826,Phoenix,asian
106829,Scottsdale,breakfast
106832,Mesa,american
106834,Toronto,mexican
106835,Las Vegas,japanes
106840,Willoughby Hills,italian
106842,Scarborough,italian
106852,Glendale,mexican
106862,Sainte-Thérèse,breakfast
106863,Chandler,italian
106866,Calgary,burger
106868,Toronto,caribbean
106873,Las Vegas,japanes
106875,Oakville,burger
106879,Cleveland,american
106892,Vaughan,mexican
106893,Montréal,barbequ
106894,Charlotte,american
106896,Phoenix,burger
106897,Toronto,mexican
106900,Pittsburgh,chines
106901,Calgary,italian
106926,Phoenix,breakfast
106929,Henderson,american
106944,Toronto,vegan
106945,Pittsburgh,asian
106963,Vaughan,indian
106966,Madison,indian
106985,Pittsburgh,american
106987,Toronto,french
106988,Calgary,mexican
106989,Scarborough,american
106990,Scottsdale,american
106991,Akron,mexican
106992,Calgary,breakfast
106993,Broadview Heights,american
107011,Scottsdale,mexican
107019,Chandler,american
107025,Las Vegas,italian
107032,Mississauga,japanes
107033,Las Vegas,french
107041,Madison,barbequ
107045,Toronto,burger
107048,Calgary,mexican
107051,Toronto,japanes
107052,Calgary,barbequ
107080,Las Vegas,breakfast
107083,Charlotte,breakfast
107101,Toronto,vegan
107103,Toronto,breakfast
107104,Avon Lake,american
107113,Finleyville,barbequ
107116,Las Vegas,burger
107117,Cave Creek,american
107123,Rock Hill,italian
107137,Scottsdale,american
107138,Scarborough,chines
107144,Phoenix,mexican
107152,Scottsdale,american
107161,Indian Land,barbequ
107171,Calgary,american
107175,Toronto,asian
107192,Charlotte,breakfast
107193,Calgary,italian
107196,Pittsburgh,american
107197,Mesa,asian
107206,Phoenix,japanes
107209,Madison,american
107212,Pickering,italian
107215,Toronto,barbequ
107219,Calgary,japanes
107241,Medina,chines
107251,Las Vegas,breakfast
107258,Las Vegas,breakfast
107259,Toronto,mediterranean
107267,Montréal,cafe
107275,Crafton,breakfast
107280,Laval,portugues
107287,Toronto,mexican
107292,Toronto,cafe
107308,Toronto,chines
107311,Pittsburgh,burger
107312,Tempe,american
107315,Pittsburgh,thai
107319,Toronto,caribbean
107336,Gilbert,american
107338,Mississauga,cafe
107339,Pittsburgh,italian
107340,Akron,japanes
107341,Calgary,japanes
107342,Henderson,american
107352,North Las Vegas,breakfast
107362,Toronto,american
107366,Scarborough,cafe
107374,Cleveland,korean
107376,Willoughby,mexican
107377,Markham,chines
107379,Toronto,italian
107386,Pittsburgh,american
107394,Upper St Clair,breakfast
107396,Las Vegas,american
107398,Calgary,burger
107401,Matthews,american
107408,Charlotte,american
107411,Las Vegas,american
107412,Monroe,barbequ
107417,Las Vegas,chines
107418,Mississauga,american
107424,Scottsdale,japanes
107425,East Mc Keesport,mexican
107436,De Forest,american
107438,Richfield,american
107442,Toronto,vegetarian
107445,Mississauga,vietnames
107451,Toronto,asian
107455,Dollard-des Ormeaux,mexican
107474,Montréal,american
107476,Toronto,japanes
107477,Richmond Hill,chines
107481,Willowick,american
107484,Avondale,chines
107487,Glendale,brazilian
107488,Las Vegas,burger
107490,Peoria,american
107491,Henderson,american
107497,Calgary,japanes
107499,Phoenix,burger
107501,Gilbert,mexican
107504,Gastonia,american
107512,Chandler,american
107517,Gilbert,cafe
107520,Pittsburgh,chines
107523,Akron,burger
107536,Toronto,chines
107538,Toronto,indian
107539,Ajax,breakfast
107550,Pittsburgh,burger
107551,Toronto,breakfast
107553,Las Vegas,japanes
107559,West Mifflin,american
107560,Mesa,burger
107565,Belmont,american
107567,Vaughan,breakfast
107569,Toronto,mexican
107573,Surprise,breakfast
107576,Mississauga,portugues
107583,Toronto,burger
107584,Charlotte,breakfast
107585,Kent,mexican
107588,Toronto,japanes
107591,Phoenix,burger
107604,Phoenix,cafe
107606,Lakewood,burger
107615,Pittsburgh,caribbean
107644,Pittsburgh,portugues
107645,Toronto,japanes
107649,Phoenix,american
107653,Scottsdale,burger
107654,Cuyahoga Falls,mexican
107655,Mississauga,american
107656,Brampton,mediterranean
107661,Whitby,burger
107664,Calgary,vietnames
107671,Middlefield,chines
107679,Montréal,japanes
107680,Phoenix,burger
107683,Henderson,chines
107687,Mesa,breakfast
107688,Cleveland,american
107698,Pittsburgh,breakfast
107704,Scottsdale,burger
107705,Lorain,burger
107706,Chandler,mediterranean
107711,Saint-Laurent,american
107715,Mississauga,burger
107716,Orange,asian
107719,Phoenix,chines
107722,Goodyear,burger
107730,Montreal,cafe
107738,Toronto,american
107740,Toronto,japanes
107741,Toronto,american
107742,Las Vegas,american
107743,Henderson,burger
107744,Las Vegas,chines
107745,Mesa,mexican
107748,Tempe,mexican
107754,Calgary,breakfast
107759,La Salle,italian
107778,Chandler,mexican
107779,University Heights,chines
107787,Thornhill,japanes
107788,Brampton,chines
107792,Glendale,burger
107800,White Oak,chines
107803,Broadview Heights,breakfast
107806,Chandler,american
107808,Phoenix,american
107810,Mayfield Heights,american
107812,Willoughby,american
107816,Glendale,american
107824,Montréal,lebanes
107837,Gilbert,burger
107845,Calgary,mediterranean
107846,Peoria,chines
107853,Toronto,cafe
107868,Kent,burger
107873,Urbana,american
107879,Pittsburgh,italian
107892,Toronto,japanes
107894,Mesa,breakfast
107897,Stow,mexican
107902,Pittsburgh,vietnames
107917,Madison,american
107919,Orange Village,american
107924,Pittsburgh,burger
107925,Kent,asian
107933,Toronto,american
107937,Montréal,cafe
107938,Glendale,mexican
107963,Las Vegas,american
107965,Las Vegas,mediterranean
107968,Scottsdale,american
107970,Mesa,burger
107973,Tempe,american
107974,Auburn Township,italian
107975,Las Vegas,american
107979,Whitby,cafe
107982,Summerlin,american
107984,Toronto,mediterranean
107991,Toronto,italian
107997,Toronto,british
108003,Glendale,italian
108010,Scottsdale,italian
108031,Toronto,vegetarian
108037,Phoenix,mexican
108043,Mesa,american
108044,Scottsdale,japanes
108045,Glendale,burger
108054,Maple,thai
108062,Calgary,mexican
108064,Toronto,japanes
108068,Whiitby,burger
108077,Scottsdale,italian
108096,Calgary,american
108104,Scarborough,american
108107,Las Vegas,american
108119,Akron,american
108121,Phoenix,mexican
108124,Las Vegas,asian
108126,Markham,korean
108127,Pittsburgh,breakfast
108133,Calgary,italian
108135,Mesa,mexican
108151,Madison,american
108158,Las Vegas,burger
108159,Toronto,american
108160,Charlotte,french
108162,Calgary,chines
108167,Las Vegas,american
108172,Phoenix,american
108175,Henderson,burger
108179,Pittsburgh,italian
108182,Middleton,american
108186,Avon Lake,mexican
108193,Montréal,vegan
108194,Phoenix,vietnames
108198,Charlotte,american
108206,Fairview Park,mediterranean
108209,Cleveland,american
108230,Las Vegas,american
108236,Fitchburg,mexican
108238,North Las Vegas,cafe
108239,Gilbert,hawaiian
108240,Calgary,breakfast
108245,Charlotte,american
108255,Coraopolis,american
108258,Glendale,american
108259,Henderson,burger
108283,Toronto,italian
108292,Toronto,cafe
108293,Charlotte,burger
108321,Oakville,thai
108327,Las Vegas,french
108332,Painesville,american
108335,Calgary,burger
108337,Phoenix,breakfast
108353,Toronto,cafe
108359,Las Vegas,thai
108360,Peoria,barbequ
108363,North Versailles,american
108364,Gilbert,mediterranean
108369,Montréal,vegan
108373,Wesley Chapel,mediterranean
108374,Madison,mexican
108396,Markham,cafe
108399,Las Vegas,breakfast
108401,Montréal,american
108402,Las Vegas,italian
108414,Phoenix,vegetarian
108416,Auburn Twp,american
108419,Cleveland,breakfast
108426,Thornhill,japanes
108427,Scottsdale,mexican
108432,Boulder City,burger
108436,Phoenix,thai
108441,Chandler,american
108442,Las Vegas,japanes
108446,Scottsdale,american
108448,Phoenix,breakfast
108449,Mesa,breakfast
108451,Charlotte,asian
108459,Tempe,mediterranean
108463,Pittsburgh,american
108468,Schomberg,portugues
108478,Pittsburgh,breakfast
108500,Pittsburgh,american
108504,Montréal,breakfast
108506,Richmond Hill,chines
108508,Champaign,mexican
108510,Charlotte,italian
108511,Newmarket,burger
108519,Phoenix,chines
108522,Phoenix,breakfast
108523,Charlotte,italian
108525,Markham,italian
108537,Phoenix,italian
108540,Henderson,chines
108550,Charlotte,asian
108554,Toronto,breakfast
108556,Mesa,mexican
108559,Las Vegas,japanes
108563,Phoenix,breakfast
108564,North Las Vegas,asian
108565,Charlotte,breakfast
108566,Montréal,korean
108570,Toronto,asian
108571,Brampton,chines
108573,Brampton,burger
108574,Toronto,italian
108577,Independence,japanes
108578,Mississauga,mediterranean
108580,Toronto,mexican
108582,Bolton,american
108587,Gilbert,breakfast
108593,Montréal,american
108603,Tempe,breakfast
108605,Rock Hill,american
108607,Toronto,japanes
108609,Pittsburgh,burger
108614,Calgary,burger
108615,Las Vegas,french
108617,Toronto,japanes
108630,Brampton,indian
108636,Markham,chines
108654,Montreal,french
108656,Hudson,italian
108663,Gastonia,mexican
108669,Avondale,italian
108670,Las Vegas,brazilian
108672,Toronto,indian
108688,Phoenix,russian
108689,Las Vegas,mexican
108691,Calgary,chines
108694,Las Vegas,american
108696,Montréal,breakfast
108704,Monona,breakfast
108705,Toronto,asian
108706,Saint-Leonard,barbequ
108711,Montréal,vietnames
108712,Toronto,vietnames
108724,Montréal,cafe
108725,Olmsted Falls,burger
108728,Middleburg Heights,burger
108732,Concord,american
108734,Richmond Hill,cafe
108736,Calgary,american
108737,Phoenix,american
108740,Newmarket,italian
108748,Montréal,mediterranean
108751,Phoenix,mexican
108755,Montréal,chines
108763,Phoenix,asian
108764,Toronto,italian
108768,Charlotte,barbequ
108772,Montréal,portugues
108779,Calgary,burger
108789,Las Vegas,italian
108798,Stoughton,american
